Order_ID,Order_Date,Delivery_Date,Product_Name,Category,Supplier,Warehouse,Region,Quantity,Unit_Price,Shipping_Cost,Inventory_Level,Revenue,Profit,Delivery_Status
ORD-10921,2024-06-04,2024-06-09,Bookshelf,Furniture,TimberCraft,Warehouse B,East,2,373.61,75.0,339,747.22,111.94,On Time
ORD-10922,2024-06-04,2024-06-19,Energy Drinks,Grocery,FreshFoods,Warehouse B,East,7,41.18,8.0,337,288.28,19.06,Critical Delay
ORD-10923,2024-06-04,2024-06-07,Winter Jacket,Clothing,Vogue Apparel,Warehouse C,West,1,146.21,12.0,350,146.21,52.48,On Time
ORD-10924,2024-06-04,2024-06-07,Energy Drinks,Grocery,FreshFoods,Warehouse B,North,6,17.22,12.0,136,103.3,2.26,On Time
ORD-10925,2024-06-05,2024-06-21,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,South,4,24.53,12.0,228,98.14,33.26,Critical Delay
ORD-10926,2024-06-05,2024-06-15,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,3,31.6,18.0,276,94.79,-14.22,Delayed
ORD-10927,2024-06-06,2024-06-11,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,4,112.56,18.0,268,450.26,171.1,On Time
ORD-10928,2024-06-07,2024-06-09,Backpack,Accessories,Apex Goods,Warehouse B,East,4,107.86,12.0,154,431.42,188.14,On Time
ORD-10929,2024-06-07,2024-06-23,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,3,451.85,37.5,184,1355.56,455.7,Critical Delay
ORD-10930,2024-06-07,2024-06-11,Office Chair,Furniture,TimberCraft,Warehouse A,South,2,445.15,75.0,176,890.29,140.56,On Time
ORD-10931,2024-06-08,2024-06-13,Leather Wallet,Accessories,Apex Goods,Warehouse A,East,4,105.96,12.0,125,423.86,184.74,On Time
ORD-10932,2024-06-08,2024-06-12,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,929.7,37.5,193,2789.1,957.43,On Time
ORD-10933,2024-06-09,2024-06-10,Organic Coffee,Grocery,FreshFoods,Warehouse A,East,11,13.39,8.0,90,147.28,7.78,On Time
ORD-10934,2024-06-09,2024-06-20,Smart Watch Band,Accessories,Apex Goods,Warehouse B,North,5,143.45,18.0,146,717.23,313.75,Critical Delay
ORD-10935,2024-06-09,2024-06-14,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,11,42.24,8.0,27,464.65,-69.7,On Time
ORD-10936,2024-06-09,2024-06-24,Office Chair,Furniture,TimberCraft,Warehouse B,East,2,384.88,75.0,213,769.75,116.45,Critical Delay
ORD-10937,2024-06-10,2024-06-19,Running Shoes,Clothing,Vogue Apparel,Warehouse B,East,2,74.97,12.0,233,149.95,53.98,Delayed
ORD-10938,2024-06-13,2024-06-17,Energy Drinks,Grocery,FreshFoods,Warehouse C,West,12,32.1,8.0,99,385.2,26.82,On Time
ORD-10939,2024-06-14,2024-06-17,Wireless Earbuds,Electronics,TechCorp,Warehouse A,East,1,1030.92,25.0,28,1030.92,348.32,On Time
ORD-10940,2024-06-15,2024-06-29,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,West,4,129.84,12.0,103,519.37,201.75,Critical Delay
ORD-10941,2024-06-15,2024-06-20,Bulk Almonds,Grocery,FreshFoods,Warehouse B,South,5,14.9,8.0,323,74.5,1.96,On Time
ORD-10942,2024-06-17,2024-06-25,Energy Drinks,Grocery,FreshFoods,Warehouse B,East,6,13.67,8.0,127,82.04,2.56,Delayed
ORD-10943,2024-06-17,2024-07-01,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,3,819.9,37.5,97,2459.69,842.14,Critical Delay
ORD-10944,2024-06-18,2024-06-20,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,6,15.39,12.0,130,92.35,1.39,On Time
ORD-10945,2024-06-20,2024-06-23,Office Chair,Furniture,TimberCraft,Warehouse C,East,1,389.29,75.0,327,389.29,40.36,On Time
ORD-10946,2024-06-20,2024-06-22,Running Shoes,Clothing,Vogue Apparel,Warehouse B,East,4,91.5,12.0,389,365.99,140.4,On Time
ORD-10947,2024-06-20,2024-06-23,Wireless Earbuds,Electronics,TechCorp,Warehouse A,North,1,1132.49,37.5,373,1132.49,377.62,On Time
ORD-10948,2024-06-21,2024-06-22,Bookshelf,Furniture,TimberCraft,Warehouse C,South,2,149.69,75.0,367,299.39,22.38,On Time
ORD-10949,2024-06-23,2024-06-25,Backpack,Accessories,Apex Goods,Warehouse C,East,1,107.8,12.0,164,107.8,42.51,On Time
ORD-10950,2024-06-23,2024-06-27,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,West,1,39.16,12.0,208,39.16,9.66,On Time
ORD-10951,2024-06-24,2024-06-27,4K Monitor,Electronics,TechCorp,Warehouse C,West,2,1133.38,25.0,356,2266.75,-340.01,On Time
ORD-10952,2024-06-24,2024-06-29,Bulk Almonds,Grocery,FreshFoods,Warehouse C,East,12,39.16,8.0,7,469.94,33.6,On Time
ORD-10953,2024-06-25,2024-06-30,Smartphone X,Electronics,TechCorp,Warehouse B,North,3,1136.35,37.5,380,3409.04,1174.41,On Time
ORD-10954,2024-06-26,2024-06-29,Organic Coffee,Grocery,FreshFoods,Warehouse A,East,6,49.39,8.0,239,296.37,19.71,On Time
ORD-10955,2024-06-26,2024-06-28,Backpack,Accessories,Apex Goods,Warehouse B,North,4,139.85,18.0,193,559.42,-83.91,On Time
ORD-10956,2024-06-29,2024-07-03,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,4,118.43,18.0,96,473.72,180.49,On Time
ORD-10957,2024-06-29,2024-07-10,Running Shoes,Clothing,Vogue Apparel,Warehouse B,South,2,78.19,12.0,364,156.38,56.55,Critical Delay
ORD-10958,2024-06-29,2024-07-02,Organic Coffee,Grocery,FreshFoods,Warehouse A,East,8,19.73,8.0,322,157.85,8.63,On Time
ORD-10959,2024-06-29,2024-07-07,Backpack,Accessories,Apex Goods,Warehouse B,North,4,36.77,18.0,282,147.08,57.19,Delayed
ORD-10960,2024-06-30,2024-07-01,Denim Jeans,Clothing,Vogue Apparel,Warehouse C,East,1,119.7,12.0,390,119.7,41.88,On Time
ORD-10961,2024-07-01,2024-07-08,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,8,49.14,12.0,292,393.15,25.45,Delayed
ORD-10962,2024-07-02,2024-07-03,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,East,4,63.91,12.0,42,255.63,96.25,On Time
ORD-10963,2024-07-03,2024-07-15,Organic Coffee,Grocery,FreshFoods,Warehouse B,East,11,32.24,8.0,341,354.66,-53.2,Critical Delay
ORD-10964,2024-07-03,2024-07-05,Backpack,Accessories,Apex Goods,Warehouse C,West,3,52.42,12.0,32,157.26,64.77,On Time
ORD-10965,2024-07-04,2024-07-05,Bulk Almonds,Grocery,FreshFoods,Warehouse C,East,13,19.29,8.0,3,250.81,16.06,On Time
ORD-10966,2024-07-04,2024-07-09,Smartphone X,Electronics,TechCorp,Warehouse C,East,1,507.43,25.0,202,507.43,165.1,On Time
ORD-10967,2024-07-05,2024-07-16,Office Chair,Furniture,TimberCraft,Warehouse B,East,1,307.71,75.0,296,307.71,24.04,Critical Delay
ORD-10968,2024-07-06,2024-07-07,Ergonomic Desk,Furniture,TimberCraft,Warehouse B,North,2,203.06,112.5,220,406.13,24.98,On Time
ORD-10969,2024-07-06,2024-07-07,Bulk Almonds,Grocery,FreshFoods,Warehouse C,West,5,46.62,8.0,83,233.1,14.65,On Time
ORD-10970,2024-07-07,2024-07-09,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,3,75.17,18.0,197,225.51,81.2,On Time
ORD-10971,2024-07-07,2024-07-11,Running Shoes,Clothing,Vogue Apparel,Warehouse C,South,4,70.43,12.0,66,281.71,106.68,On Time
ORD-10972,2024-07-07,2024-07-11,Wireless Earbuds,Electronics,TechCorp,Warehouse A,South,1,221.65,25.0,27,221.65,-33.25,On Time
ORD-10973,2024-07-07,2024-07-10,Laptop Pro,Electronics,TechCorp,Warehouse A,West,3,962.65,25.0,325,2887.96,998.29,On Time
ORD-10974,2024-07-10,2024-07-15,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,North,3,145.06,18.0,258,435.17,165.07,On Time
ORD-10975,2024-07-10,2024-07-17,Energy Drinks,Grocery,FreshFoods,Warehouse B,West,6,14.75,8.0,176,88.48,3.08,Delayed
ORD-10976,2024-07-10,2024-07-11,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,12,48.6,12.0,252,583.22,-87.48,On Time
ORD-10977,2024-07-12,2024-07-16,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,789.13,37.5,320,2367.4,809.84,On Time
ORD-10978,2024-07-12,2024-07-16,Bookshelf,Furniture,TimberCraft,Warehouse C,West,1,318.44,75.0,126,318.44,26.19,On Time
ORD-10979,2024-07-13,2024-07-18,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,13,41.49,8.0,299,539.41,-80.91,On Time
ORD-10980,2024-07-14,2024-07-18,Bulk Almonds,Grocery,FreshFoods,Warehouse A,West,10,19.43,8.0,100,194.26,11.54,On Time
ORD-10981,2024-07-14,2024-07-19,Ergonomic Desk,Furniture,TimberCraft,Warehouse A,South,2,470.48,75.0,210,940.97,150.69,On Time
ORD-10982,2024-07-14,2024-07-31,Bookshelf,Furniture,TimberCraft,Warehouse B,North,1,272.93,112.5,380,272.93,-1.66,Critical Delay
ORD-10983,2024-07-16,2024-07-20,Bulk Almonds,Grocery,FreshFoods,Warehouse A,West,14,27.22,8.0,45,381.04,26.48,On Time
ORD-10984,2024-07-16,2024-07-21,Bulk Almonds,Grocery,FreshFoods,Warehouse A,West,10,13.95,8.0,286,139.46,7.16,On Time
ORD-10985,2024-07-16,2024-07-19,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,South,1,121.73,12.0,121,121.73,42.69,On Time
ORD-10986,2024-07-17,2024-07-19,Bulk Almonds,Grocery,FreshFoods,Warehouse A,North,13,38.54,12.0,32,501.0,34.08,On Time
ORD-10987,2024-07-17,2024-07-22,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,North,3,70.62,18.0,127,211.85,75.74,On Time
ORD-10988,2024-07-17,2024-07-19,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,5,20.15,12.0,109,100.76,2.06,On Time
ORD-10989,2024-07-18,2024-07-22,Office Chair,Furniture,TimberCraft,Warehouse B,East,1,345.38,75.0,358,345.38,31.58,On Time
ORD-10990,2024-07-19,2024-07-20,Office Chair,Furniture,TimberCraft,Warehouse C,South,2,260.98,75.0,113,521.96,66.89,On Time
ORD-10991,2024-07-19,2024-07-20,Bulk Almonds,Grocery,FreshFoods,Warehouse B,West,6,47.1,8.0,398,282.58,18.61,On Time
ORD-10992,2024-07-20,2024-07-23,Smartphone X,Electronics,TechCorp,Warehouse B,East,3,300.37,25.0,139,901.1,302.88,On Time
ORD-10993,2024-07-22,2024-07-29,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,4,65.0,18.0,143,260.01,108.0,Delayed
ORD-10994,2024-07-23,2024-07-26,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,2,84.16,18.0,173,168.31,58.32,On Time
ORD-10995,2024-07-23,2024-07-27,Organic Coffee,Grocery,FreshFoods,Warehouse B,East,7,23.86,8.0,4,167.0,9.36,On Time
ORD-10996,2024-07-23,2024-07-24,Wireless Earbuds,Electronics,TechCorp,Warehouse A,South,2,670.54,25.0,188,1341.08,456.88,On Time
ORD-10997,2024-07-23,2024-07-25,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,12,21.15,8.0,350,253.78,16.3,On Time
ORD-10998,2024-07-24,2024-08-07,Bookshelf,Furniture,TimberCraft,Warehouse B,East,1,446.0,75.0,128,446.0,51.7,Critical Delay
ORD-10999,2024-07-25,2024-07-28,4K Monitor,Electronics,TechCorp,Warehouse B,East,3,618.26,25.0,378,1854.79,636.68,On Time
ORD-11000,2024-07-25,2024-08-11,Ergonomic Desk,Furniture,TimberCraft,Warehouse B,East,1,229.44,75.0,279,229.44,8.39,Critical Delay
ORD-11001,2024-07-27,2024-07-30,Laptop Pro,Electronics,TechCorp,Warehouse C,East,2,1107.89,25.0,45,2215.78,763.02,On Time
ORD-11002,2024-07-27,2024-08-11,Wireless Earbuds,Electronics,TechCorp,Warehouse B,West,2,823.44,25.0,155,1646.88,563.91,Critical Delay
ORD-11003,2024-07-28,2024-07-30,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,11,39.16,8.0,285,430.72,30.46,On Time
ORD-11004,2024-07-28,2024-08-11,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,5,41.87,18.0,376,209.34,74.74,Critical Delay
ORD-11005,2024-07-28,2024-07-29,Smartphone X,Electronics,TechCorp,Warehouse C,South,3,560.53,25.0,69,1681.6,576.06,On Time
ORD-11006,2024-07-28,2024-07-31,Wireless Earbuds,Electronics,TechCorp,Warehouse C,East,3,494.65,25.0,268,1483.95,506.88,On Time
ORD-11007,2024-07-29,2024-08-14,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,12,11.98,12.0,61,143.73,-21.56,Critical Delay
ORD-11008,2024-07-30,2024-08-04,4K Monitor,Electronics,TechCorp,Warehouse A,East,3,812.17,25.0,117,2436.5,840.27,On Time
ORD-11009,2024-07-31,2024-08-04,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,East,1,47.98,12.0,386,47.98,13.19,On Time
ORD-11010,2024-07-31,2024-08-01,Energy Drinks,Grocery,FreshFoods,Warehouse A,West,11,20.94,8.0,8,230.34,14.43,On Time
ORD-11011,2024-07-31,2024-08-05,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,East,3,111.77,12.0,222,335.32,128.13,On Time
ORD-11012,2024-07-31,2024-08-02,Organic Coffee,Grocery,FreshFoods,Warehouse C,East,10,44.7,8.0,162,447.02,31.76,On Time
ORD-11013,2024-08-01,2024-08-05,Laptop Pro,Electronics,TechCorp,Warehouse A,East,2,203.17,25.0,335,406.35,129.72,On Time
ORD-11014,2024-08-01,2024-08-05,Organic Coffee,Grocery,FreshFoods,Warehouse A,East,9,22.83,8.0,330,205.45,12.44,On Time
ORD-11015,2024-08-02,2024-08-11,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,2,33.63,18.0,242,67.25,-10.09,Delayed
ORD-11016,2024-08-03,2024-08-20,Laptop Pro,Electronics,TechCorp,Warehouse B,West,1,1197.23,25.0,224,1197.23,406.53,Critical Delay
ORD-11017,2024-08-03,2024-08-07,Office Chair,Furniture,TimberCraft,Warehouse A,South,2,279.7,75.0,67,559.41,74.38,On Time
ORD-11018,2024-08-03,2024-08-04,Wireless Earbuds,Electronics,TechCorp,Warehouse A,South,1,753.84,25.0,319,753.84,251.34,On Time
ORD-11019,2024-08-06,2024-08-07,Office Chair,Furniture,TimberCraft,Warehouse A,North,1,410.71,112.5,205,410.71,25.89,On Time
ORD-11020,2024-08-06,2024-08-21,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,2,99.24,18.0,347,198.49,70.4,Critical Delay
ORD-11021,2024-08-07,2024-08-10,Bulk Almonds,Grocery,FreshFoods,Warehouse C,West,10,26.69,8.0,82,266.94,17.36,On Time
ORD-11022,2024-08-07,2024-08-09,Smartphone X,Electronics,TechCorp,Warehouse B,North,2,597.21,37.5,215,1194.41,399.29,On Time
ORD-11023,2024-08-08,2024-08-16,Leather Wallet,Accessories,Apex Goods,Warehouse B,West,4,128.96,12.0,193,515.84,226.13,Delayed
ORD-11024,2024-08-09,2024-08-10,Office Chair,Furniture,TimberCraft,Warehouse A,West,1,402.04,75.0,62,402.04,42.91,On Time
ORD-11025,2024-08-10,2024-08-13,Running Shoes,Clothing,Vogue Apparel,Warehouse A,South,2,47.88,12.0,351,95.76,32.3,On Time
ORD-11026,2024-08-10,2024-08-14,Running Shoes,Clothing,Vogue Apparel,Warehouse C,West,2,67.1,12.0,282,134.2,47.68,On Time
ORD-11027,2024-08-10,2024-08-12,Office Chair,Furniture,TimberCraft,Warehouse C,West,1,209.86,75.0,365,209.86,4.47,On Time
ORD-11028,2024-08-10,2024-08-11,Smartphone X,Electronics,TechCorp,Warehouse B,West,1,788.94,25.0,221,788.94,263.63,On Time
ORD-11029,2024-08-10,2024-08-13,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,3,43.6,18.0,111,130.79,43.32,On Time
ORD-11030,2024-08-11,2024-08-12,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,West,5,21.93,12.0,361,109.66,37.86,On Time
ORD-11031,2024-08-11,2024-08-13,Ergonomic Desk,Furniture,TimberCraft,Warehouse A,South,2,419.47,75.0,335,838.95,130.29,On Time
ORD-11032,2024-08-11,2024-08-19,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,1009.47,37.5,236,3028.42,1041.2,Delayed
ORD-11033,2024-08-11,2024-08-19,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,3,789.21,37.5,246,2367.64,809.92,Delayed
ORD-11034,2024-08-12,2024-08-14,Running Shoes,Clothing,Vogue Apparel,Warehouse A,North,1,136.72,18.0,258,136.72,45.69,On Time
ORD-11035,2024-08-12,2024-08-22,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,12,20.71,12.0,59,248.57,13.89,Delayed
ORD-11036,2024-08-13,2024-08-20,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,1,99.37,18.0,288,99.37,30.75,Delayed
ORD-11037,2024-08-14,2024-08-18,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,1,952.12,37.5,217,952.12,314.49,On Time
ORD-11038,2024-08-14,2024-08-23,Wireless Earbuds,Electronics,TechCorp,Warehouse B,South,2,806.19,25.0,305,1612.39,551.84,Delayed
ORD-11039,2024-08-15,2024-08-19,Ergonomic Desk,Furniture,TimberCraft,Warehouse A,East,2,490.73,75.0,166,981.47,158.79,On Time
ORD-11040,2024-08-15,2024-08-19,Bulk Almonds,Grocery,FreshFoods,Warehouse A,East,13,29.3,8.0,306,380.87,26.47,On Time
ORD-11041,2024-08-15,2024-08-17,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,5,117.36,18.0,65,586.8,255.06,On Time
ORD-11042,2024-08-16,2024-08-18,Backpack,Accessories,Apex Goods,Warehouse A,East,1,31.06,12.0,40,31.06,-4.66,On Time
ORD-11043,2024-08-16,2024-08-18,Ergonomic Desk,Furniture,TimberCraft,Warehouse A,East,1,382.91,75.0,340,382.91,39.08,On Time
ORD-11044,2024-08-16,2024-08-19,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,5,103.82,18.0,259,519.12,198.65,On Time
ORD-11045,2024-08-17,2024-08-28,Backpack,Accessories,Apex Goods,Warehouse B,North,4,90.12,18.0,300,360.48,153.22,Critical Delay
ORD-11046,2024-08-18,2024-08-20,Energy Drinks,Grocery,FreshFoods,Warehouse C,East,12,38.01,8.0,23,456.15,32.49,On Time
ORD-11047,2024-08-20,2024-08-29,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,4,85.81,18.0,320,343.24,128.3,Delayed
ORD-11048,2024-08-20,2024-08-25,Laptop Pro,Electronics,TechCorp,Warehouse B,North,2,748.95,37.5,282,1497.9,505.51,On Time
ORD-11049,2024-08-20,2024-08-22,Laptop Pro,Electronics,TechCorp,Warehouse B,South,2,491.58,25.0,99,983.15,331.6,On Time
ORD-11050,2024-08-23,2024-08-28,Leather Wallet,Accessories,Apex Goods,Warehouse A,East,3,131.45,12.0,211,394.36,171.46,On Time
ORD-11051,2024-08-23,2024-08-24,Denim Jeans,Clothing,Vogue Apparel,Warehouse C,East,2,98.79,12.0,223,197.59,73.04,On Time
ORD-11052,2024-08-26,2024-08-28,Organic Coffee,Grocery,FreshFoods,Warehouse C,South,6,17.85,8.0,99,107.11,4.57,On Time
ORD-11053,2024-08-26,2024-08-31,4K Monitor,Electronics,TechCorp,Warehouse A,East,2,480.88,25.0,102,961.77,324.12,On Time
ORD-11054,2024-08-27,2024-08-30,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,North,3,76.66,18.0,167,229.98,82.99,On Time
ORD-11055,2024-08-27,2024-09-03,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,14,39.26,12.0,2,549.7,37.98,Delayed
ORD-11056,2024-08-29,2024-09-02,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,North,1,86.87,18.0,199,86.87,25.75,On Time
ORD-11057,2024-08-29,2024-09-03,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,5,73.89,18.0,350,369.44,138.78,On Time
ORD-11058,2024-08-30,2024-09-01,4K Monitor,Electronics,TechCorp,Warehouse B,West,2,276.73,25.0,271,553.45,181.21,On Time
ORD-11059,2024-08-31,2024-09-03,Running Shoes,Clothing,Vogue Apparel,Warehouse B,West,5,21.31,12.0,389,106.55,36.62,On Time
ORD-11060,2024-08-31,2024-09-02,Energy Drinks,Grocery,FreshFoods,Warehouse B,North,12,21.87,12.0,26,262.42,14.99,On Time
ORD-11061,2024-09-01,2024-09-10,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,1,442.8,37.5,389,442.8,136.23,Delayed
ORD-11062,2024-09-01,2024-09-05,Energy Drinks,Grocery,FreshFoods,Warehouse B,South,13,49.27,8.0,2,640.48,47.24,On Time
ORD-11063,2024-09-04,2024-09-20,Smartphone X,Electronics,TechCorp,Warehouse B,South,1,861.0,25.0,295,861.0,288.85,Critical Delay
ORD-11064,2024-09-04,2024-09-06,Backpack,Accessories,Apex Goods,Warehouse B,North,3,70.79,18.0,115,212.38,86.57,On Time
ORD-11065,2024-09-04,2024-09-09,Backpack,Accessories,Apex Goods,Warehouse B,East,1,52.87,12.0,351,52.87,17.79,On Time
ORD-11066,2024-09-05,2024-09-06,Energy Drinks,Grocery,FreshFoods,Warehouse C,West,13,32.85,8.0,366,427.11,30.17,On Time
ORD-11067,2024-09-06,2024-09-09,Smartphone X,Electronics,TechCorp,Warehouse C,East,3,955.08,25.0,102,2865.24,990.33,On Time
ORD-11068,2024-09-07,2024-09-10,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,3,48.91,18.0,126,146.72,49.69,On Time
ORD-11069,2024-09-08,2024-09-24,Backpack,Accessories,Apex Goods,Warehouse B,North,2,144.83,18.0,273,289.67,121.35,Critical Delay
ORD-11070,2024-09-09,2024-09-14,4K Monitor,Electronics,TechCorp,Warehouse C,West,1,865.85,25.0,360,865.85,290.55,On Time
ORD-11071,2024-09-10,2024-09-13,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,4,111.89,18.0,314,447.55,170.02,On Time
ORD-11072,2024-09-11,2024-09-25,Bulk Almonds,Grocery,FreshFoods,Warehouse B,East,8,35.22,8.0,189,281.75,18.54,Critical Delay
ORD-11073,2024-09-11,2024-09-12,Leather Wallet,Accessories,Apex Goods,Warehouse A,South,1,70.23,12.0,371,70.23,-10.53,On Time
ORD-11074,2024-09-12,2024-09-24,Backpack,Accessories,Apex Goods,Warehouse B,North,5,97.92,18.0,164,489.6,211.32,Critical Delay
ORD-11075,2024-09-14,2024-09-24,Laptop Pro,Electronics,TechCorp,Warehouse B,East,3,281.86,25.0,238,845.58,283.45,Delayed
ORD-11076,2024-09-14,2024-09-19,Backpack,Accessories,Apex Goods,Warehouse B,West,2,123.36,12.0,284,246.72,105.02,On Time
ORD-11077,2024-09-15,2024-09-28,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,4,69.52,18.0,278,278.06,116.13,Critical Delay
ORD-11078,2024-09-15,2024-09-20,Organic Coffee,Grocery,FreshFoods,Warehouse A,West,7,28.82,8.0,129,201.77,12.14,On Time
ORD-11079,2024-09-15,2024-09-17,Bulk Almonds,Grocery,FreshFoods,Warehouse B,West,10,24.12,8.0,349,241.21,15.3,On Time
ORD-11080,2024-09-15,2024-09-26,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,12,26.94,12.0,128,323.24,19.86,Critical Delay
ORD-11081,2024-09-16,2024-09-18,Laptop Pro,Electronics,TechCorp,Warehouse C,South,1,1088.88,25.0,95,1088.88,368.61,On Time
ORD-11082,2024-09-16,2024-09-18,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,South,4,62.12,12.0,237,248.47,93.39,On Time
ORD-11083,2024-09-17,2024-09-19,Leather Wallet,Accessories,Apex Goods,Warehouse C,East,5,46.58,12.0,324,232.9,98.81,On Time
ORD-11084,2024-09-18,2024-09-21,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,222.3,37.5,133,666.91,214.67,On Time
ORD-11085,2024-09-18,2024-09-22,Office Chair,Furniture,TimberCraft,Warehouse A,West,1,365.09,75.0,362,365.09,35.52,On Time
ORD-11086,2024-09-19,2024-09-21,Wireless Earbuds,Electronics,TechCorp,Warehouse B,South,1,780.33,25.0,131,780.33,260.62,On Time
ORD-11087,2024-09-19,2024-09-28,Bulk Almonds,Grocery,FreshFoods,Warehouse B,West,8,47.62,8.0,163,380.93,26.47,Delayed
ORD-11088,2024-09-20,2024-09-22,Wireless Earbuds,Electronics,TechCorp,Warehouse C,East,3,582.59,25.0,177,1747.77,599.22,On Time
ORD-11089,2024-09-20,2024-09-24,Office Chair,Furniture,TimberCraft,Warehouse B,East,2,161.38,75.0,217,322.77,27.05,On Time
ORD-11090,2024-09-20,2024-10-02,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,5,42.78,12.0,50,213.9,11.11,Critical Delay
ORD-11091,2024-09-21,2024-09-29,4K Monitor,Electronics,TechCorp,Warehouse B,East,3,243.97,25.0,132,731.91,243.67,Delayed
ORD-11092,2024-09-21,2024-09-23,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,South,2,72.19,12.0,175,144.38,51.75,On Time
ORD-11093,2024-09-22,2024-09-25,Energy Drinks,Grocery,FreshFoods,Warehouse A,West,14,27.61,8.0,48,386.48,26.92,On Time
ORD-11094,2024-09-23,2024-09-28,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,3,90.69,18.0,81,272.08,-40.81,On Time
ORD-11095,2024-09-24,2024-09-25,Ergonomic Desk,Furniture,TimberCraft,Warehouse A,East,1,226.95,75.0,209,226.95,7.89,On Time
ORD-11096,2024-09-24,2024-09-29,Smart Watch Band,Accessories,Apex Goods,Warehouse A,West,5,62.71,12.0,268,313.53,-47.03,On Time
ORD-11097,2024-09-25,2024-09-29,Smartphone X,Electronics,TechCorp,Warehouse C,West,2,538.14,25.0,330,1076.29,364.2,On Time
ORD-11098,2024-09-25,2024-09-28,Bulk Almonds,Grocery,FreshFoods,Warehouse A,North,14,31.32,12.0,266,438.42,29.07,On Time
ORD-11099,2024-09-25,2024-09-29,Bookshelf,Furniture,TimberCraft,Warehouse B,North,2,406.22,112.5,326,812.44,106.24,On Time
ORD-11100,2024-09-25,2024-09-27,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,8,11.9,12.0,232,95.17,1.61,On Time
ORD-11101,2024-09-25,2024-09-29,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,11,43.37,12.0,151,477.08,32.17,On Time
ORD-11102,2024-09-26,2024-10-01,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,3,1145.01,37.5,106,3435.02,1183.51,On Time
ORD-11103,2024-09-26,2024-09-28,Smart Watch Band,Accessories,Apex Goods,Warehouse B,West,5,98.27,12.0,123,491.37,215.12,On Time
ORD-11104,2024-09-27,2024-09-28,Laptop Pro,Electronics,TechCorp,Warehouse A,East,3,906.87,25.0,278,2720.62,939.72,On Time
ORD-11105,2024-09-28,2024-10-15,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,8,37.55,12.0,1,300.43,18.03,Critical Delay
